uqnr,personnr,psu,prov,head_popgrp,head_sex,head_age,hsg_maind,hsg_walls,hsg_roof,hsg_floor,hsg_cond_wall,hsg_cond_roof,hsg_cond_floor,hsg_rm_tot,hsg_tenure,hsg_rent,hsg_rdp,hsg_subsidy,wat_drinkwat,wat_dist,wat_time,wat_pipe,wat_treat,wat_mun_source,wat_meter,wat_pay,wat_inte_12mth,wat_inte_2days,wat_inte_altsource,wat_inte_15days,wat_bottle,san_toil,san_share,san_location,san_distance,san_washfac,san_wash,eng_access,eng_mainelect,eng_mains,eng_supply,eng_cook,eng_light,eng_wheat,eng_sheat,eng_loadshed_freq,eng_light_alt,eng_cook_alt,eng_pay,swr_rub,swr_sepwaste,swr_env_rub,swr_env_lit,swr_env_wat,swr_env_air,swr_env_lan,swr_env_noi,com_phone,com_cell,com_cell_total,com_int_fixed,com_int_mobile,com_int_pubwifi,com_int_stud,com_int_work,com_int_libr,com_int_cafe,com_mail_post,com_mail_Pbag,com_mail_Postnet,com_mail_Other,tra_taxi,tra_bus,tra_train,tra_taxi_trips,tra_taxi_cost,tra_taxi_dist,tra_bus_trips,tra_bus_cost,tra_bus_dist,tra_train_trips,tra_train_cost,tra_train_dist,hhw_hltfac,hhw_transp,hhw_time,fsd_hung_adult,fsd_hung_child,fsd_worried,fsd_healthy,fsd_fewfoods,fsd_fewfoods_days,fsd_skipped,fsd_skipped_days,fsd_ateless,fsd_ateless_days,fsd_ranout,fsd_ranout_days,fsd_hungry,fsd_whlday,agr_agri,agr_agrino,agr_agrdecmaker,agr_agri_type_live,agr_agri_type_poul,agr_agri_type_grai,agr_agri_type_indus,agr_agri_type_fruit,agr_agri_type_fod,agr_agri_type_fish,agr_agri_type_for,agr_agri_type_game,agr_mainuse,agr_plant_farm,agr_plant_back,agr_plant_schl,agr_plant_comm,agr_plant_vrd,agr_plant_oth,fin_inc_sal,fin_inc_buss,fin_inc_rem,fin_inc_pen,fin_inc_grant,fin_inc_agric,fin_inc_none,fin_inc_oth,fin_inc_main,fin_rem,fin_pen,fin_reqinc,fin_compinc,fin_exp,hwl_vehicle,hwl_totveh,hwl_domw,hwl_status,hwl_happy,hwl_assets_tv,hwl_assets_pool,hwl_assets_dvd,hwl_assets_paytv,hwl_assets_ac,hwl_assets_comp,hwl_assets_vac,hwl_assets_dishw,hwl_assets_washm,HWL_Assets_tumd,hwl_assets_freezer,hwl_assets_fridge,hwl_assets_estove,hwl_assets_microw,hwl_assets_sink,hwl_assets_secure,hwl_assets_hometh,hwl_assets_geyser,hwl_assets_solarg,hwl_assets_solarp,hwl_assets_rainwtnk,hwl_assets_borehole,hwl_assets_piano,hwl_assets_radio,hwl_assets_Gstove,hwl_res_name,Q1ntLanguage,Q2Dwelling,hholdsz,mobphon_hh,smartphone_hh,onemed_hh,chld5yr_hh,chld17yr_hh,ad60plusyr_hh,lab_salary_hh,soc_grant_hh,totalgrnt_hh,undisab_hh,disab_hh,sevdisab_hh,econact_hh,totmhinc,stratum,geotype,metro,metro_code,rotation,house_wgt
280100640000013701,01,28010064000,2,1,2,49,1,2,2,7,4,3,4,4,5,88,1,1,2,8,8,8,3,1,2,2,1,2,88,1,1,1,2,1,8,1,1,1,2,1,2,1,1,1,5,1,3,4,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,6,1,1,1,2,2,8,2,8,1,2,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,1,2,2,2,1,8888888,8888888,2000,4,6,2,88,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,1,0,0,0,0,1096,1,350,0,0,0,2,1446,20103,1,2,3,4,698.549997487
281100550000001301,01,28110055000,2,1,2,57,1,2,2,6,4,4,4,7,6,88,1,2,1,8,8,8,3,1,2,2,2,8,88,8,1,1,2,1,8,1,2,1,2,1,2,1,1,1,9,1,3,3,1,9,5,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,4,140,0,888,8888,888,888,8888,888,2,1,2,1,1,2,1,1,2,2,8,2,8,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,8888888,8888888,10000,4,8,2,88,2,4,3,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,12,2,1,0,3,8,0,0,11,4890,0,0,0,0,4890,20102,1,2,3,4,425.653733735
281100550000007901,01,28110055000,2,1,2,57,1,2,2,6,4,3,4,7,5,88,1,1,1,8,8,8,3,1,1,2,1,2,88,1,1,1,2,1,8,1,2,1,2,1,2,1,1,1,9,1,8,3,1,10,5,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,30,0,888,8888,888,888,8888,888,2,1,3,1,1,1,1,1,2,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,1,2,2,2,5,8888888,8888888,5000,4,8,2,88,2,4,3,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,7,2,1,0,2,5,0,0,4,3540,1,2,0,0,3540,20102,1,2,3,4,425.653733735
281100550000010101,01,28110055000,2,1,2,47,1,2,2,8,3,2,4,4,5,88,1,1,1,8,8,8,3,1,1,2,2,8,88,8,2,1,2,1,8,1,2,1,2,1,2,1,1,1,4,2,3,3,1,10,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,90,0,888,8888,888,888,8888,888,1,1,2,1,1,2,2,2,8,2,8,2,8,2,8,2,2,1,1,1,2,2,2,2,1,2,2,2,2,4,2,2,2,2,1,2,2,1,2,2,1,2,2,2,5,8888888,8888888,5000,4,7,2,88,1,4,3,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,4,1,0,0,2,2,0,1249,3,3190,0,1,0,1,4439,20102,1,2,3,4,698.549997487
281100550000012301,01,28110055000,2,1,2,40,1,2,2,8,3,3,4,4,6,88,1,2,1,8,8,8,3,1,1,2,1,2,88,1,1,1,2,1,8,1,2,1,2,1,2,1,1,1,9,1,3,3,1,10,5,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,6,2,2,2,8,2,8,2,8,1,2,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,1,2,2,2,5,8888888,8888888,2500,3,7,2,88,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,1,0,0,0,0,0,1,1990,0,0,0,0,1990,20102,1,2,3,4,698.549997487
281100550000014501,01,28110055000,2,1,2,58,1,2,2,8,4,4,4,4,6,88,1,2,1,8,8,8,3,1,2,2,1,2,88,1,1,1,2,1,8,1,1,1,2,1,2,1,1,1,9,1,3,3,1,10,5,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,30,0,888,8888,888,888,8888,888,2,1,2,1,6,1,1,2,8,2,8,1,2,2,8,2,2,1,3,1,2,2,2,2,1,2,2,2,2,4,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,8888888,8888888,3000,4,6,2,88,2,4,3,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,3,1,0,0,0,0,0,800,2,700,0,0,0,1,1500,20102,1,2,3,4,425.653733735
281100580000000701,01,28110058000,2,1,1,61,1,2,2,7,3,3,3,4,6,88,1,2,1,8,8,8,3,1,1,2,1,2,88,1,1,1,2,1,8,1,2,1,2,1,2,1,1,1,9,1,8,7,1,10,5,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,60,0,888,8888,888,888,8888,888,2,1,3,1,6,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,2,2,2,1,7,8888888,8888888,2000,3,7,2,88,2,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,0,0,0,1,1249,0,0,0,0,0,1,1249,20105,1,2,3,3,436.692958967
281100580000005201,01,28110058000,2,1,1,37,1,2,2,8,4,4,4,4,6,88,1,2,1,8,8,8,3,1,2,2,1,2,88,2,1,1,2,1,8,1,2,1,2,1,2,1,1,1,1,1,8,7,1,10,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,30,0,888,8888,888,888,8888,888,2,2,2,2,6,1,1,1,2,2,8,1,2,1,2,1,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,2,2,2,2,2,3,500,8888888,2000,4,4,2,88,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,500,20105,1,2,3,3,658.050399746
281100580000006701,01,28110058000,2,1,2,32,1,2,2,8,4,3,4,4,1,2,1,2,1,8,8,8,2,1,1,2,2,8,88,8,1,1,2,1,8,1,2,1,2,1,2,1,1,1,3,1,3,3,1,9,5,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,10,150,0,888,8888,888,888,8888,888,2,1,2,1,1,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,2,2,1,2,2,2,2,8888888,8888888,10000,3,8,2,88,2,4,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,2,2,0,1,2,0,2008,3,1310,0,0,0,1,3318,20105,1,2,3,3,747.339324874
281100580000008201,01,28110058000,2,1,1,59,1,2,2,6,5,5,5,5,5,88,1,1,1,8,8,8,3,1,2,2,1,2,88,2,1,1,2,1,8,1,2,1,2,1,2,1,1,1,4,1,3,3,1,10,5,1,1,2,2,2,2,2,1,3,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,30,2,888,8888,888,888,8888,888,2,1,2,1,1,2,2,2,8,2,8,2,8,2,8,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,8888888,8888888,5000,3,8,2,88,2,4,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,1,5,3,2,0,2,2,0,14732,1,480,0,0,0,2,15212,20105,1,2,3,3,436.692958967
281100580000009701,01,28110058000,2,1,2,66,1,2,2,8,4,3,4,4,5,88,1,1,2,8,8,8,1,1,1,2,2,8,88,8,1,1,2,1,8,1,1,1,2,1,2,1,1,1,9,1,3,3,1,10,5,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,1,3,1,1,1,1,1,2,2,8,1,2,2,8,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,1,2,1,2,2,2,5,500,8888888,4500,4,8,2,88,2,4,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,1,0,0,2,1,0,4,3300,0,0,0,0,3800,20105,1,2,3,3,467.150343618
281100580000011201,01,28110058000,2,1,2,43,1,2,2,8,4,4,4,4,5,88,1,2,1,8,8,8,3,1,2,2,1,1,10,1,1,1,2,1,8,1,1,1,2,1,2,1,1,1,5,3,8,3,1,10,5,1,1,2,2,2,2,2,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,1,2,2,2,5,8888888,8888888,3000,4,4,1,99,2,4,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,9,3,2,0,2,6,0,360,9,3930,0,0,0,1,4290,20105,1,2,3,3,698.549997487
281100580000012701,01,28110058000,2,1,2,60,1,2,2,8,4,4,4,6,5,88,1,1,2,8,8,8,1,1,2,2,2,8,88,8,1,1,2,1,8,1,1,1,2,1,2,1,1,1,4,1,3,3,1,10,5,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,30,0,888,8888,888,888,8888,888,2,1,2,1,6,1,1,2,8,2,8,2,8,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,8888888,8888888,10000,3,8,2,88,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,1,1,0,0,0,1,7800,3,2690,0,0,0,1,10490,20105,1,2,3,3,425.653733735
281101590000001001,01,28110159000,2,1,1,71,1,1,2,8,4,4,4,2,5,88,2,2,2,8,8,8,3,2,8,8,8,8,88,8,1,5,2,2,8,1,2,1,2,1,2,1,1,1,9,1,8,3,1,9,5,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,888,8888,888,2,62,0,888,8888,888,1,3,2,1,6,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,1,2,2,2,5,8888888,8888888,2000,3,14,2,88,2,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,0,0,0,0,1,0,1,1990,0,0,0,0,1990,20221,2,2,3,1,432.476523246
281101590000005001,01,28110159000,2,1,2,80,1,1,2,8,4,4,3,8,5,88,2,2,6,1,1,1,3,1,2,2,1,1,4,2,1,5,2,2,8,1,1,1,2,1,2,5,1,1,5,1,8,4,1,9,5,2,2,2,2,1,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,4,3,1,1,1,1,2,1,2,1,1,1,1,1,1,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,1,2,2,2,5,8888888,8888888,5000,4,7,2,88,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,4,2,2,0,1,1,1,1000,2,2490,1,1,0,1,3490,20221,2,2,3,1,473.451735508
281101590000008001,01,28110159000,2,1,1,76,1,1,2,6,4,3,4,5,5,88,2,2,6,1,1,1,2,1,2,2,1,1,4,1,1,5,2,2,8,1,2,1,2,1,2,1,1,1,5,1,1,3,1,9,5,2,2,2,2,1,2,2,2,88,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,70,1,888,8888,888,888,8888,888,2,2,2,1,6,1,2,2,8,2,8,2,8,2,8,2,2,1,1,1,1,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,2,2,2,2,1,2,2,2,5,8888888,8888888,3000,3,8,2,88,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,4,1,2,0,0,0,0,0,2,0,2,4000,0,2,0,0,4000,20221,2,2,3,1,432.476523246
281101590000011001,01,28110159000,2,1,2,83,1,1,2,6,4,4,4,7,5,88,2,2,6,1,1,1,3,1,2,2,1,1,10,1,1,5,2,2,8,1,2,1,2,1,2,1,1,1,9,1,6,7,1,9,5,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,2,2,2,6,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,1,2,2,2,5,8888888,8888888,5000,3,7,2,88,1,4,3,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,1,3,1,1,0,0,0,2,0,2,4000,1,1,1,0,4000,20221,2,2,3,1,473.451735508
281101730000004501,01,28110173000,2,1,2,59,1,1,2,6,4,4,4,5,5,88,2,2,2,8,8,8,3,1,2,2,1,1,4,1,2,6,2,2,8,1,1,1,2,1,2,1,1,1,5,1,8,4,1,9,5,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,40,0,1,36,0,888,8888,888,2,1,2,1,1,1,1,2,8,2,8,2,8,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,1,2,2,2,1,2,2,2,1,8888888,8888888,30000,3,10,2,88,1,4,3,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,4,1,9,1,1,0,3,6,0,21583,8,5220,2,3,2,1,26803,20221,2,2,3,4,431.395377774
281101730000009301,01,28110173000,2,1,2,72,1,7,2,8,4,3,3,4,5,88,2,2,4,8,8,8,3,2,8,8,8,8,88,8,1,5,2,2,8,1,1,1,2,1,2,4,1,1,9,2,3,3,1,9,5,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,80,0,888,8888,888,888,8888,888,2,1,2,1,1,1,2,1,2,2,8,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,8888888,8888888,3000,4,8,2,88,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,3,1,1,0,1,2,1,0,2,2470,0,1,0,0,2470,20221,2,2,3,4,473.451735508
281101730000014101,01,28110173000,2,1,2,67,2,7,2,9,2,3,3,5,5,88,2,8,2,8,8,8,3,1,2,2,1,1,10,1,1,5,2,2,8,1,1,1,2,1,2,2,1,1,5,1,8,6,1,9,5,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,6,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,1,2,2,2,5,8888888,8888888,3500,3,8,2,88,2,4,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,3,1,1,0,0,0,1,2860,1,1990,0,0,0,2,4850,20221,2,2,3,4,473.451735508
281101730000016501,01,28110173000,2,1,2,85,1,2,2,6,4,3,4,9,5,88,2,2,4,8,8,8,3,2,8,8,8,8,88,8,1,5,2,2,8,1,2,1,2,1,2,1,1,1,5,1,8,4,1,9,5,2,2,2,2,1,2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,80,0,888,8888,888,888,8888,888,1,2,3,1,1,2,2,2,8,2,8,2,8,2,8,2,2,1,1,1,1,2,2,2,2,2,2,2,2,4,8,8,8,8,8,8,1,2,2,2,1,2,2,2,5,8888888,8888888,5000,4,8,2,88,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,5,4,3,0,0,2,1,3929,3,2970,1,2,0,1,6899,20221,2,2,3,4,473.451735508
281101730000026101,01,28110173000,2,1,1,78,1,2,2,8,4,4,3,8,5,88,2,2,2,8,8,8,3,1,2,2,1,1,4,1,1,6,2,2,8,1,1,1,2,1,2,1,1,1,5,1,3,4,1,9,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,6,2,2,2,8,2,8,2,8,2,8,2,2,1,1,1,2,1,1,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,8888888,8888888,2500,2,7,2,88,2,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,4,1,3,2,1,0,0,0,2,0,2,4000,1,2,1,0,4000,20221,2,2,3,4,432.476523246
281101850000001001,01,28110185000,2,1,1,71,1,2,2,6,4,4,4,7,5,88,2,2,6,1,1,2,3,1,2,2,2,8,88,8,1,5,2,2,8,2,1,1,2,1,2,1,1,1,9,1,8,4,1,9,5,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,4,1,1,2,2,2,8,2,8,2,8,2,8,2,2,1,1,1,1,1,1,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,8888888,8888888,5000,3,8,2,88,2,4,3,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,6,1,1,0,1,4,2,0,6,6490,2,3,1,0,6490,20220,2,2,3,1,569.048056903
281101850000006001,01,28110185000,2,1,2,72,1,2,2,8,4,4,4,9,5,88,2,2,2,8,8,8,3,1,2,2,2,8,88,8,1,5,2,2,8,1,1,1,2,1,2,1,1,1,4,2,6,3,1,9,5,2,2,2,2,1,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,60,0,888,8888,888,888,8888,888,2,1,3,1,1,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,2,1,2,2,2,5,8888888,8888888,3000,3,7,2,88,2,4,3,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,7,3,2,0,2,3,2,250,5,5420,2,3,0,1,5670,20220,2,2,3,1,622.962809879
281101850000008501,01,28110185000,2,1,1,82,2,7,2,2,3,3,3,4,5,88,2,8,6,1,1,2,3,1,2,2,2,8,88,8,1,5,2,2,8,2,1,1,2,1,2,1,1,1,4,2,8,3,1,9,5,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,60,0,888,8888,888,888,8888,888,5,1,3,1,1,2,2,2,8,2,8,2,8,2,8,2,2,1,1,2,1,1,1,2,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,8888888,8888888,3500,3,8,2,88,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,6,2,0,0,1,4,2,0,6,5940,2,2,1,0,5940,20220,2,2,3,1,569.048056903
281101850000011001,01,28110185000,2,1,1,64,1,2,2,6,4,4,4,5,5,88,2,2,2,8,8,8,3,1,2,2,2,8,88,8,1,6,2,2,8,2,2,1,2,1,2,1,1,1,9,1,1,2,1,7,5,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,3,1,6,2,2,2,8,2,8,2,8,2,8,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,4,8888888,4000,4000,3,7,1,1,2,3,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4000,20220,2,2,3,1,582.346725179
281101850000013501,01,28110185000,2,1,2,44,1,2,2,8,4,4,4,2,5,88,2,2,2,8,8,8,3,1,2,2,2,8,88,8,1,5,2,2,8,1,2,1,2,1,2,1,1,1,4,1,3,2,1,9,5,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,10,400,0,888,8888,888,888,8888,888,6,2,3,1,1,2,2,2,8,2,8,2,8,2,8,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,8888888,8888888,15000,3,10,2,88,1,4,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,1,3,2,2,2,1,2,0,23000,0,0,0,0,0,1,23000,20220,2,2,3,1,931.543078627
281101850000018501,01,28110185000,2,1,1,67,2,9,2,8,2,2,2,4,5,88,2,8,2,8,8,8,3,1,2,2,2,8,88,8,1,5,2,2,8,1,1,1,2,1,2,1,1,1,4,3,8,4,1,9,5,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,1,1,1,1,1,2,8,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,8888888,8888888,2500,3,7,2,88,2,5,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,5,1,0,0,2,3,1,0,4,3430,0,1,0,0,3430,20220,2,2,3,1,569.048056903
281101850000021001,01,28110185000,2,1,2,83,1,2,2,8,4,3,3,3,5,88,2,2,6,1,1,2,3,1,2,2,1,2,88,2,1,3,2,2,8,2,1,1,2,1,2,1,1,1,9,1,8,3,1,9,5,2,2,2,2,1,2,2,2,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,6,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,1,2,2,2,5,8888888,8888888,2000,3,7,2,88,2,5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,0,0,0,0,0,1,0,2,2360,2,2,1,0,2360,20220,2,2,3,1,622.962809879
281101850000023501,01,28110185000,2,1,1,73,2,9,2,8,2,2,2,1,5,88,2,8,6,1,1,2,3,1,2,2,2,8,88,8,1,5,2,2,8,2,4,1,2,1,2,1,1,1,9,1,8,7,1,9,5,2,2,2,2,1,2,2,2,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,6,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,1,2,2,2,5,8888888,8888888,1900,3,7,2,88,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,0,0,0,0,0,1,0,1,1990,0,1,0,0,1990,20220,2,2,3,1,569.048056903
281102250000000201,01,28110225000,2,1,2,41,1,2,2,6,4,4,4,5,6,88,1,2,1,8,8,8,3,1,2,2,2,8,88,8,3,1,2,1,8,1,2,1,2,1,2,1,1,1,4,1,8,3,1,9,5,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,1,2,2,2,8,2,8,2,8,2,8,2,2,2,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,2,1,2,2,2,3,3000,8888888,3000,3,6,2,88,2,4,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,4,1,2,1,1,0,1,1,0,0,1,480,0,0,0,0,3480,20102,1,2,3,3,698.549997487
